City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Olafsvik,IS,64.8945,-23.7142,48.61,97,100,17.29,overcast clouds
458,San Jose,US,37.3394,-121.895,86.92,27,20,12.66,few clouds
459,Vao,NC,-22.6667,167.4833,71.01,58,17,19.39,few clouds
460,Broken Hill,AU,-31.95,141.4333,49.71,64,50,9.37,scattered clouds
461,Elat,IL,29.5581,34.9482,87.64,40,0,12.66,clear sky
462,Cap-Aux-Meules,CA,47.3821,-61.8597,55.22,98,71,9.22,broken clouds
463,Terra Santa,BR,-2.1042,-56.4869,81.25,74,100,4.07,overcast clouds
464,Luwuk,ID,-0.9516,122.7875,76.01,88,100,5.28,overcast clouds
465,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,3.44,overcast clouds
466,Paamiut,GL,61.994,-49.6678,39.42,99,100,7.65,light rain
467,Nemuro,JP,43.3236,145.575,54.61,100,100,8.16,overcast clouds
468,Bludenz,AT,47.1497,9.8167,78.76,51,36,1.01,scattered clouds
469,Lethem,GY,3.3803,-59.7968,80.22,83,94,6.8,overcast clouds
470,Kalyazin,RU,57.2403,37.8433,54.01,97,100,6.87,overcast clouds
471,Moranbah,AU,-22.0016,148.0466,52.12,92,88,8.01,overcast clouds
472,Pisco,PE,-13.7,-76.2167,63.01,82,20,8.05,smoke
473,Chaiya,TH,9.3862,99.1986,77.47,87,87,3.31,overcast clouds
474,Japura,ID,-0.3167,102.35,72.88,99,100,3.36,light rain
475,Laguna,US,38.421,-121.4238,86.02,27,0,11.5,clear sky
476,Port Moresby,PG,-9.4431,147.1797,76.01,89,18,11.79,few clouds
477,Plettenberg Bay,ZA,-34.0527,23.3716,52.52,75,52,4.36,broken clouds
478,Avera,US,33.194,-82.5271,90.55,13,0,7.38,clear sky
479,Abu Kamal,SY,34.4506,40.9171,93.65,15,0,9.86,clear sky
480,Normandin,CA,48.8333,-72.5321,68.59,33,0,11.61,clear sky
481,Korla,CN,41.7597,86.1469,77.07,28,100,6.78,overcast clouds
482,Tornesch,DE,53.7,9.7167,57.09,88,0,4.61,clear sky
483,Sovetskaya Gavan,RU,48.9723,140.2878,52.11,97,100,4.65,overcast clouds
484,Mogzon,RU,51.7435,111.9606,50.34,95,100,3.6,overcast clouds
485,Constitucion,CL,-35.3333,-72.4167,53.98,66,100,4.92,overcast clouds
486,Tambura,SS,5.6,27.4667,68.68,91,100,3.13,overcast clouds
487,Itoman,JP,26.1247,127.6694,80.98,94,20,9.22,few clouds
488,Teknaf,BD,20.8624,92.3058,78.98,88,100,4.32,overcast clouds
489,Miri,MY,4.4148,114.0089,76.06,89,91,2.98,overcast clouds
490,Hoopstad,ZA,-27.8327,25.9083,55.22,38,6,7.25,clear sky
491,Heerenveen,NL,52.95,5.9333,57.97,87,89,5.12,light rain
492,Ternate,ID,0.8,127.4,79.57,77,62,2.68,broken clouds
493,Toowoomba,AU,-27.55,151.9667,46.27,91,100,1.88,overcast clouds
494,Champerico,GT,14.3,-91.9167,83.05,76,56,16.71,broken clouds
495,Manzhouli,CN,49.6,117.4333,61.5,88,100,11.83,overcast clouds
496,Kilindoni,TZ,-7.9139,39.6668,77.95,69,14,15.14,few clouds
497,Puerto Suarez,BO,-18.95,-57.8,89.96,62,0,9.22,clear sky
498,Lengshuitan,CN,26.4111,111.5956,74.88,97,100,2.62,overcast clouds
499,Palmer,US,42.1584,-72.3287,73.49,33,40,19.57,scattered clouds
500,Yuma,US,32.7253,-114.6244,95.88,8,0,9.22,clear sky
501,Makat,KZ,47.6469,53.3463,77.23,36,89,6.49,overcast clouds
502,Huilong,CN,31.8111,121.655,75.92,93,100,8.48,overcast clouds
503,Yeppoon,AU,-23.1333,150.7333,55.18,86,100,11.03,overcast clouds
504,Sao Sebastiao,BR,-23.76,-45.4097,64.06,89,66,6.64,broken clouds
505,Bani,DO,18.2833,-70.3333,89.04,57,11,12.8,few clouds
506,Carutapera,BR,-1.195,-46.02,76.33,93,29,9.28,scattered clouds
507,Nyimba,ZM,-14.5566,30.8149,60.22,57,3,5.28,clear sky
508,Brignoles,FR,43.4,6.0667,75.76,64,0,3.33,clear sky
509,La Tuque,CA,47.4334,-72.7824,67.73,32,0,12.5,clear sky
510,Sibolga,ID,1.7427,98.7792,75.56,86,100,2.28,overcast clouds
511,Semey,KZ,50.4111,80.2275,65.66,59,2,3.24,clear sky
512,Sarlat-La-Caneda,FR,44.889,1.2166,65.43,93,68,10.2,broken clouds
513,Oroville,US,39.5138,-121.5564,85.06,28,0,6.91,clear sky
514,Murray Bridge,AU,-35.1167,139.2667,56.12,74,96,11.68,light rain
515,Montepuez,MZ,-13.1256,38.9997,59.56,87,0,4.79,clear sky
516,Blankenberge,BE,51.3131,3.1323,58.95,67,59,7.0,broken clouds
517,Hare Bay,CA,48.8499,-54.0148,70.2,70,100,14.94,overcast clouds
518,Bilibino,RU,68.0546,166.4372,63.61,42,60,9.6,broken clouds
519,Angoche,MZ,-16.2325,39.9086,71.85,77,69,5.57,broken clouds
520,Fort Nelson,CA,58.8053,-122.7002,77.09,26,78,2.19,broken clouds
521,Conceicao Do Araguaia,BR,-8.2578,-49.2647,82.11,45,41,3.44,scattered clouds
522,Karratha,AU,-20.7377,116.8463,69.42,50,0,14.9,clear sky
523,Emba,KZ,48.8264,58.1442,62.62,63,6,8.39,clear sky
524,Jacksonville,US,30.3322,-81.6556,91.62,69,75,16.11,broken clouds
525,Yaan,NG,7.3833,8.5667,76.1,79,92,5.64,light rain
526,Muzambinho,BR,-21.3758,-46.5256,60.42,75,8,4.68,clear sky
527,Ilulissat,GL,69.2167,-51.1,42.82,65,0,8.05,clear sky
528,Tibu,CO,8.639,-72.7358,85.44,74,100,2.26,overcast clouds
529,Tambacounda,SN,13.7539,-13.7586,80.64,72,63,7.65,broken clouds
530,Tomigusuku,JP,26.185,127.675,80.73,94,20,9.22,few clouds
531,Karasjok,NO,69.4719,25.5112,47.89,78,100,3.78,overcast clouds
532,Pangai,TO,-19.8,-174.35,79.09,85,94,13.98,light rain
533,Peniche,PT,39.3558,-9.3811,64.29,77,99,22.59,overcast clouds
534,Belmonte,BR,-15.8631,-38.8828,72.68,77,58,9.51,broken clouds
535,Mayo,US,38.8876,-76.5119,80.11,33,0,13.8,clear sky
536,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,87,100,17.27,overcast clouds
537,Tandil,AR,-37.3217,-59.1332,42.69,65,37,6.02,scattered clouds
538,Lubartow,PL,51.4603,22.6095,75.63,57,0,12.55,clear sky
539,Simplicio Mendes,BR,-7.8539,-41.9103,82.26,33,34,5.41,scattered clouds
540,Ntungamo,UG,-0.8833,29.65,62.51,96,97,2.84,light rain
541,Acarau,BR,-2.8856,-40.12,78.93,82,41,14.5,scattered clouds
542,Arkhangelsk,RU,64.5401,40.5433,50.11,93,20,4.47,few clouds
543,Ayagoz,KZ,47.9714,80.4392,59.23,58,3,3.47,clear sky
544,Svetlaya,RU,46.5389,138.3297,53.51,97,85,8.95,overcast clouds
545,Macae,BR,-22.3708,-41.7869,67.03,80,100,3.44,overcast clouds
546,La Rioja,ES,42.25,-2.5,69.58,51,49,2.75,scattered clouds
547,Obo,CF,5.3998,26.4869,66.25,91,100,2.55,overcast clouds
548,Pilar,BR,-9.5972,-35.9567,76.93,90,5,4.25,clear sky
549,Salalah,OM,17.0151,54.0924,86.09,84,75,4.61,broken clouds
550,Usinsk,RU,65.9939,57.5281,56.73,71,100,8.3,overcast clouds
551,Yenotayevka,RU,47.2456,47.0281,72.84,44,0,4.45,clear sky
552,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,71,98,9.33,overcast clouds
553,Vegueta,PE,-11.0231,-77.6431,65.79,72,9,13.73,clear sky
554,Kailua,US,21.4022,-157.7394,82.65,66,75,14.97,broken clouds
555,Mbandaka,CD,0.0487,18.2603,71.4,85,100,2.86,overcast clouds
556,Karlskoga,SE,59.3267,14.5239,56.71,66,4,7.02,clear sky
557,Liaozhong,CN,41.5061,122.7242,68.09,92,6,6.35,clear sky
558,Rudraprayag,IN,30.2833,78.9833,70.57,80,76,3.87,broken clouds
559,Christchurch,NZ,-43.5333,172.6333,43.92,88,75,5.75,broken clouds
560,Yinchuan,CN,38.4681,106.2731,77.83,49,11,7.23,few clouds
561,Teahupoo,PF,-17.8333,-149.2667,76.96,71,38,18.21,scattered clouds
562,Sobolevo,RU,54.4299,31.8996,59.61,97,92,1.16,overcast clouds
563,Letlhakeng,BW,-24.0944,25.0298,59.16,37,0,7.76,clear sky
564,Khani,GE,41.9563,42.9566,58.57,98,99,1.39,overcast clouds
565,Bhinmal,IN,25.0,72.25,86.88,67,35,16.02,scattered clouds
566,Hachinohe,JP,40.5,141.5,67.14,82,62,15.88,broken clouds
567,Marsa Matruh,EG,31.3525,27.2453,73.11,77,0,4.68,clear sky
568,Ballina,AU,-28.8667,153.5667,57.02,90,99,9.84,overcast clouds
569,Izumo,JP,35.3667,132.7667,69.89,93,17,3.31,few clouds
570,Moses Lake,US,47.1301,-119.2781,69.89,40,100,4.61,overcast clouds
571,Boca Do Acre,BR,-8.7522,-67.3978,84.45,58,9,2.21,clear sky
572,Mount Gambier,AU,-37.8333,140.7667,53.51,76,100,19.57,overcast clouds
573,Sargatskoye,RU,55.6101,73.4972,60.89,86,6,5.03,clear sky
574,Ahipara,NZ,-35.1667,173.1667,54.64,86,100,15.39,moderate rain
575,Esfarayen,IR,37.0765,57.5101,69.53,51,0,8.68,clear sky
576,Khiri Mat,TH,16.8333,99.8,77.74,74,89,4.72,overcast clouds
577,Hasaki,JP,35.7333,140.8333,70.29,89,100,9.62,overcast clouds
578,Vallenar,CL,-28.5708,-70.7581,67.5,35,36,3.98,scattered clouds
579,Antonovo,BG,43.15,26.1667,54.37,75,0,3.74,clear sky
580,Banyo,CM,6.75,11.8167,65.35,94,98,2.28,light rain
581,Yumen,CN,40.2833,97.2,72.45,28,100,9.64,overcast clouds
582,Akdepe,TM,42.0551,59.3788,78.24,26,100,6.24,overcast clouds
583,Huangyan,CN,28.6478,121.2594,75.97,99,100,1.86,moderate rain
584,Rasinari,RO,45.7,24.0667,59.0,72,0,4.61,clear sky
585,Coeneo,MX,19.8167,-101.5833,73.8,38,79,2.82,broken clouds
586,Leh,IN,34.1667,77.5833,44.06,84,100,6.76,overcast clouds
587,Sancti Spiritus,CU,21.9297,-79.4425,85.46,64,69,4.47,broken clouds
588,Lluta,PE,-16.0147,-72.0142,54.37,20,2,7.81,clear sky
589,Nikolayevsk-Na-Amure,RU,53.1406,140.73,53.4,89,89,2.84,overcast clouds
590,Muzhi,RU,65.3667,64.6667,58.35,87,84,1.61,light rain
591,Port Hedland,AU,-20.3167,118.5667,64.45,68,0,6.91,clear sky
592,Ensley,US,30.5188,-87.2728,97.81,49,0,4.61,clear sky
593,La Romana,DO,18.4273,-68.9728,91.76,52,20,9.22,few clouds
594,Luau,AO,-10.7073,22.2247,61.41,42,23,4.21,few clouds
595,Pacific Grove,US,36.6177,-121.9166,77.34,69,0,12.66,clear sky
596,Mugumu,TZ,-1.85,34.7,62.65,83,100,4.85,overcast clouds
597,Walvis Bay,NA,-22.9575,14.5053,58.08,91,0,5.08,clear sky
598,Don Benito,ES,38.9563,-5.8616,70.52,51,38,6.58,scattered clouds
599,San Rafael,AR,-34.6177,-68.3301,53.92,26,72,6.06,broken clouds
600,Jizan,SA,17.3333,42.6667,88.54,64,95,1.54,overcast clouds
601,Guaymas,MX,27.9333,-110.9,97.88,79,75,20.71,broken clouds
602,Jacqueville,CI,5.2052,-4.4146,78.64,81,95,7.81,overcast clouds
603,Tacuati,PY,-23.45,-56.5833,59.23,73,100,2.55,overcast clouds
604,Saint-Pierre,RE,-21.3393,55.4781,66.9,82,75,10.36,broken clouds
605,Huarmey,PE,-10.0681,-78.1522,68.13,70,1,13.47,clear sky
606,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,83,20,3.44,few clouds
607,Baruun-Urt,MN,46.6806,113.2792,60.76,76,46,13.56,scattered clouds
608,Rio Grande,BR,-32.035,-52.0986,50.95,66,24,5.41,few clouds
609,Fort Portal,UG,0.6617,30.2748,59.23,97,100,1.95,light rain
610,Chapais,CA,49.7834,-74.8492,66.42,26,0,11.07,clear sky
611,Zambezi,ZM,-13.5432,23.1047,57.67,50,4,0.83,clear sky
612,Castanos,MX,26.7833,-101.4167,93.34,34,75,10.36,broken clouds
613,Verkhnevilyuysk,RU,63.4453,120.3167,53.19,62,100,11.52,overcast clouds
614,Sawtell,AU,-30.3833,153.1,57.22,82,75,12.66,broken clouds
615,Tamiahua,MX,21.2667,-97.45,85.55,63,95,8.77,overcast clouds
616,Karasburg,NA,-28.0167,18.75,48.04,47,34,10.51,scattered clouds
617,Povenets,RU,62.8487,34.8262,49.77,98,100,7.78,moderate rain
618,Sakakah,SA,29.9697,40.2064,93.63,15,0,10.29,clear sky
619,Verkhnyaya Sinyachikha,RU,57.976,61.6673,57.33,84,98,4.65,overcast clouds
620,Khromtau,KZ,50.2503,58.4347,58.08,77,21,11.32,light rain
621,Hay River,CA,60.8156,-115.7999,56.89,58,100,7.36,overcast clouds
622,Esperance,AU,-33.8667,121.9,48.04,81,99,10.74,light rain
623,Ucluelet,CA,48.9329,-125.5528,59.09,82,100,1.01,overcast clouds
624,Pochutla,MX,15.7432,-96.4661,86.83,76,100,4.83,overcast clouds
625,Camacha,PT,33.0833,-16.3333,63.82,82,40,17.27,scattered clouds
626,Parabel,RU,58.6978,81.4825,57.09,90,99,2.06,overcast clouds
627,Black River,JM,18.0264,-77.8487,86.2,59,100,17.45,overcast clouds
628,Lydenburg,ZA,-25.0978,30.4597,48.34,66,0,4.27,clear sky
629,Maceio,BR,-9.6658,-35.7353,78.24,83,0,5.75,clear sky
630,Piribebuy,PY,-25.4833,-57.05,53.42,73,32,3.2,scattered clouds
631,Gander,CA,48.9682,-54.5906,69.17,64,100,24.0,overcast clouds
632,Balud,PH,10.1476,123.6953,79.93,78,62,0.72,broken clouds
633,Huari,PE,-9.3333,-77.2333,50.41,60,89,5.06,light rain
634,Santa Cruz,BO,-17.8,-63.1667,80.06,47,0,18.41,clear sky
635,Damietta,EG,31.4165,31.8133,74.66,70,0,7.85,clear sky
636,Diveyevo,RU,55.0433,43.2418,60.49,90,100,8.55,overcast clouds
637,Storsteinnes,NO,69.2408,19.2344,52.45,80,99,4.03,overcast clouds
638,Tezu,IN,27.9167,96.1667,72.18,99,100,3.18,overcast clouds
639,Camana,PE,-16.6228,-72.7111,63.25,75,3,5.77,clear sky
640,San Luis,AR,-33.295,-66.3356,57.13,24,54,13.49,broken clouds
641,Jibuti,DJ,11.5,42.5,83.86,44,92,7.85,moderate rain
642,Neftegorsk,RU,52.802,51.166,58.8,76,88,6.29,overcast clouds
643,Tabas,IR,33.5959,56.9244,89.37,18,0,9.31,clear sky
644,Johnstown,US,40.3267,-78.922,74.44,29,0,19.57,clear sky
645,Kallaste,EE,58.655,27.1592,52.03,88,98,14.58,overcast clouds
646,Zaranj,AF,30.9667,61.8833,89.08,20,0,18.9,clear sky
647,Najran,SA,17.4924,44.1277,82.35,22,100,7.16,overcast clouds
648,Axim,GH,4.8699,-2.2405,76.05,86,89,5.32,overcast clouds
649,Kedgwick,CA,47.6446,-67.3434,42.37,98,100,8.79,light rain
650,Gorgan,IR,36.8387,54.4348,74.12,74,0,1.45,clear sky
651,Rasht,IR,37.2808,49.5832,69.76,76,1,3.36,clear sky
652,Takapau,NZ,-40.0333,176.35,43.74,86,100,9.82,overcast clouds
653,Udachnyy,RU,66.4167,112.4,41.45,75,24,15.05,few clouds
654,Tarauaca,BR,-8.1614,-70.7656,81.41,69,91,1.03,overcast clouds
655,Maniitsoq,GL,65.4167,-52.9,42.04,85,100,2.17,overcast clouds
656,Diphu,IN,25.8333,93.4333,72.73,97,85,0.98,overcast clouds
657,Maridi,SS,4.9158,29.4742,65.93,98,100,4.27,light rain
658,Finnsnes,NO,69.2296,17.9811,52.75,86,85,4.34,light rain
659,Sorsk,RU,54.0033,90.2467,49.19,89,89,3.13,overcast clouds
660,Custodia,BR,-8.0875,-37.6431,69.94,89,36,8.03,scattered clouds
661,Kultuk,RU,51.7208,103.6956,54.25,86,11,4.61,few clouds
662,Seara,PT,41.1818,-7.8003,59.95,81,33,3.83,scattered clouds
663,Lovozero,RU,68.005,35.0117,40.8,98,100,6.15,overcast clouds
664,Talaya,RU,61.3833,152.75,56.14,58,63,5.19,broken clouds
665,Halifax,CA,44.6453,-63.5724,64.35,75,68,5.99,broken clouds
666,High River,CA,50.5834,-113.8687,68.79,71,30,6.24,scattered clouds
667,Coolum Beach,AU,-26.5333,153.1,58.33,91,96,9.73,overcast clouds
668,Sorong,ID,-0.8833,131.25,77.97,81,100,4.23,overcast clouds
669,Turukhansk,RU,65.8167,87.9833,59.34,49,22,5.26,few clouds
670,Verkhoyansk,RU,67.5447,133.385,49.59,55,99,10.85,overcast clouds
671,Harper,LR,4.375,-7.7169,77.32,80,19,7.16,few clouds
672,Razdolinsk,RU,58.4211,94.6658,55.51,92,85,1.54,overcast clouds
673,Thinadhoo,MV,0.5333,72.9333,83.75,69,42,8.75,scattered clouds
674,Madimba,TZ,-10.4,40.3333,69.94,83,4,8.34,clear sky
675,Adamantina,BR,-21.6853,-51.0725,69.17,54,89,2.26,overcast clouds
676,Tam Ky,VN,15.5667,108.4833,77.86,79,48,4.23,scattered clouds
677,Novopavlovka,RU,51.2172,109.2091,48.43,98,22,3.56,few clouds
678,Whitehorse,CA,60.7161,-135.0538,63.1,36,85,8.99,overcast clouds
679,Shirwal,IN,18.1333,73.9833,74.77,79,100,6.82,overcast clouds
680,Domoni,KM,-12.2569,44.5319,75.67,83,15,7.58,few clouds
681,Whitewater,US,42.8336,-88.7323,82.27,55,49,9.93,scattered clouds
682,Palma Gil,PH,7.6422,125.6292,73.31,95,71,1.12,broken clouds
683,Krasnyye Baki,RU,57.131,45.1599,54.91,97,100,6.11,light rain
684,Inhambane,MZ,-23.865,35.3833,67.26,78,0,6.73,clear sky
685,Ormara,PK,25.2088,64.6357,82.9,84,93,20.8,overcast clouds
686,Macherla,IN,16.4833,79.4333,86.99,63,100,3.36,overcast clouds
687,Koungou,YT,-12.7336,45.2042,76.71,83,0,4.61,clear sky
